Feature,Feature.Systematic.Name,t7.8,t10.7,t14,t17.8,t22,t26.8,t32.2,t38.4,t45.4,t53.3,t62.2,t72.3,p7.8,p10.7,p14,p17.8,p22,p26.8,p32.2,p38.4,p45.4,p53.3,p62.2,p72.3,p7.8/t7.8,p10.7/t10.7,p14/t14,p17/8/t17.9,p22/t22,p26.8/t26.8,p32.2/t32.2,p38.4/t38/4,p45.5/t45.4,p53.3/t53/3,p62.2/t62.2,p72.3/t72.3,min p/t,max p/t,range p/t,max p/t / min p/t,,,buds
PTC7,YHR076W,55.28,55.74,56.46,57.20,59.20,58.65,57.16,53.93,52.91,53.53,55.85,60.52,38.99,39.30,38.90,37.65,34.02,29.39,27.00,25.39,26.39,25.54,23.53,19.55,0.71,0.71,0.69,0.66,0.57,0.50,0.47,0.47,0.50,0.48,0.42,0.32,0.32,0.71,0.38,2.18,,,24.00
MNN5,YJL186W,42.68,43.75,45.03,46.44,48.57,49.44,49.79,49.93,49.39,48.97,48.58,48.79,65.25,65.14,65.35,65.96,67.39,70.04,71.60,71.81,67.66,66.68,68.54,75.52,1.53,1.49,1.45,1.42,1.39,1.42,1.44,1.44,1.37,1.36,1.41,1.55,1.36,1.55,0.19,1.14,,,24.00
ENO1,YGR254W,2947.94,2907.42,2857.43,2797.26,2700.88,2635.00,2616.81,2741.23,2708.47,2654.82,2579.40,2481.94,4016.41,4345.71,4633.34,4926.96,5153.97,4646.09,4207.93,4184.00,6023.13,7525.12,8427.96,7978.85,1.36,1.49,1.62,1.76,1.91,1.76,1.61,1.53,2.22,2.83,3.27,3.21,1.36,3.27,1.90,2.40,,,23.99
PAM17,YKR065C,68.79,69.43,70.69,71.68,75.80,72.21,66.51,58.64,50.80,46.35,44.70,47.57,28.61,29.46,29.93,29.80,27.94,27.04,26.80,26.10,23.61,20.42,18.22,18.55,0.42,0.42,0.42,0.42,0.37,0.37,0.40,0.45,0.46,0.44,0.41,0.39,0.37,0.46,0.10,1.26,,,23.91
FCY2,YER056C,615.34,611.39,603.55,592.81,570.62,558.63,547.17,534.78,533.47,523.07,507.14,480.82,60.44,60.42,60.43,60.54,60.91,60.52,61.64,62.57,61.31,59.88,60.19,63.78,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.13,0.10,0.13,0.03,1.35,,,23.85
FSH1,YHR049W,173.22,178.47,182.15,185.14,182.71,184.96,194.16,215.89,280.14,301.12,288.97,210.37,181.02,166.45,149.39,126.47,94.72,80.37,73.77,72.19,67.28,65.90,68.68,76.34,1.05,0.93,0.82,0.68,0.52,0.43,0.38,0.33,0.24,0.22,0.24,0.36,0.22,1.05,0.83,4.77,,,23.80
SAM2,YDR502C,561.08,562.15,562.30,562.60,562.38,563.57,561.31,550.95,553.26,541.54,517.61,474.62,1498.04,1509.80,1529.28,1558.11,1590.56,1710.37,1712.70,1691.87,1636.17,1609.35,1681.26,1940.89,2.67,2.69,2.72,2.77,2.83,3.03,3.05,3.07,2.96,2.97,3.25,4.09,2.67,4.09,1.42,1.53,,,23.80
AIM7,YDR063W,103.30,98.05,91.69,84.33,73.45,66.44,62.71,68.21,58.35,57.10,64.40,87.81,68.86,70.37,71.13,71.03,68.71,62.91,64.91,68.15,72.16,68.53,60.91,47.80,0.67,0.72,0.78,0.84,0.94,0.95,1.04,1.00,1.24,1.20,0.95,0.54,0.54,1.24,0.69,2.27,,,23.80
YJU3,YKL094W,99.33,99.32,100.84,103.37,111.13,113.32,116.99,125.36,131.63,133.08,129.18,115.44,37.65,38.66,39.30,39.63,39.08,35.81,33.59,31.88,33.22,32.28,29.22,22.43,0.38,0.39,0.39,0.38,0.35,0.32,0.29,0.25,0.25,0.24,0.23,0.19,0.19,0.39,0.20,2.01,,,23.80
LSM1,YJL124C,158.65,159.46,160.54,161.40,164.27,162.48,158.27,147.50,146.19,147.39,152.04,160.79,2.31,2.28,2.26,2.26,2.31,2.50,2.55,2.57,2.45,2.43,2.86,4.08,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.03,0.01,1.81,,,23.80
ADE8,YDR408C,255.43,255.86,256.97,258.27,261.69,262.15,261.14,256.22,251.72,249.13,247.28,246.61,97.97,98.66,99.60,101.06,103.44,105.35,104.24,100.54,92.38,85.20,80.22,80.24,0.38,0.39,0.39,0.39,0.40,0.40,0.40,0.39,0.37,0.34,0.32,0.33,0.32,0.40,0.08,1.24,,,23.80
ADD66,YKL206C,40.38,40.07,39.71,39.38,38.74,38.84,39.25,40.60,39.40,38.43,37.33,36.49,13.01,12.83,12.62,12.11,10.39,13.16,16.98,20.71,20.64,17.80,15.25,15.00,0.32,0.32,0.32,0.31,0.27,0.34,0.43,0.51,0.52,0.46,0.41,0.41,0.27,0.52,0.26,1.95,,,23.80
GTB1,YDR221W,14.35,14.05,13.76,13.55,13.35,13.63,14.04,14.68,14.16,13.64,12.91,12.12,7.72,7.68,7.66,7.68,7.84,7.78,7.42,7.70,10.23,12.82,14.89,15.57,0.54,0.55,0.56,0.57,0.59,0.57,0.53,0.52,0.72,0.94,1.15,1.28,0.52,1.28,0.76,2.45,,,23.80
DPB4,YDR121W,62.54,64.34,66.50,68.82,72.47,74.14,73.15,63.95,64.08,64.64,65.57,65.90,5.89,5.85,5.85,5.88,5.98,6.15,6.37,7.02,8.91,9.33,8.38,5.17,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.11,0.14,0.14,0.13,0.08,0.08,0.14,0.07,1.84,,,23.78
YGR054W,YGR054W,88.73,86.24,82.72,78.88,71.86,70.66,70.40,69.82,72.13,71.04,67.40,59.17,87.53,85.39,83.24,80.80,77.90,78.13,79.91,82.13,80.79,83.15,86.60,91.47,0.99,0.99,1.01,1.02,1.08,1.11,1.14,1.18,1.12,1.17,1.28,1.55,0.99,1.55,0.56,1.57,,,23.70
YOR131C,YOR131C,47.11,46.09,45.12,43.89,43.31,40.14,37.91,39.91,39.93,36.94,30.92,19.34,39.04,39.06,39.01,38.93,38.80,39.01,37.79,35.80,33.34,30.91,31.59,38.11,0.83,0.85,0.86,0.89,0.90,0.97,1.00,0.90,0.83,0.84,1.02,1.97,0.83,1.97,1.14,2.38,,,23.70
SUM1,YDR310C,28.80,29.05,29.57,30.42,32.09,33.72,34.74,33.84,32.73,33.15,34.63,38.24,4.96,5.02,5.08,5.17,5.29,5.34,5.45,5.64,6.13,6.31,6.12,5.28,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.17,0.19,0.19,0.18,0.14,0.14,0.19,0.05,1.38,,,23.70
IOC2,YLR095C,22.67,22.01,21.16,20.23,18.64,18.04,18.03,19.73,19.32,18.83,18.20,17.65,6.61,6.66,6.79,7.02,7.38,8.33,8.45,8.33,7.91,8.11,9.01,11.14,0.29,0.30,0.32,0.35,0.40,0.46,0.47,0.42,0.41,0.43,0.50,0.63,0.29,0.63,0.34,2.16,,,23.68
ANB1,YJR047C,41.35,44.98,48.62,52.55,55.82,60.37,65.76,73.52,84.36,87.00,82.81,67.44,24.95,26.89,28.66,30.39,31.06,30.69,34.12,37.37,37.68,37.20,40.35,50.56,0.60,0.60,0.59,0.58,0.56,0.51,0.52,0.51,0.45,0.43,0.49,0.75,0.43,0.75,0.32,1.75,,,23.67
ODC2,YOR222W,407.37,405.61,403.12,399.70,393.95,388.15,385.05,390.26,394.02,397.31,401.54,405.78,200.75,203.87,208.01,214.17,224.23,228.62,232.76,232.25,222.01,215.63,209.66,205.35,0.49,0.50,0.52,0.54,0.57,0.59,0.60,0.60,0.56,0.54,0.52,0.51,0.49,0.60,0.11,1.23,,,23.64
WTM1,YOR230W,178.15,168.09,158.05,148.64,139.92,136.32,134.48,136.13,113.02,105.55,109.44,136.35,1058.87,1034.18,1002.41,959.30,897.08,847.67,785.35,723.64,649.74,634.40,744.89,1061.21,5.94,6.15,6.34,6.45,6.41,6.22,5.84,5.32,5.75,6.01,6.81,7.78,5.32,7.78,2.47,1.46,,,23.60
AAT2,YLR027C,303.95,300.22,296.04,291.53,285.52,280.74,280.14,293.32,293.29,291.74,288.38,282.77,1278.42,1302.94,1328.66,1360.59,1401.01,1398.44,1381.31,1350.27,1327.55,1310.88,1299.75,1297.66,4.21,4.34,4.49,4.67,4.91,4.98,4.93,4.60,4.53,4.49,4.51,4.59,4.21,4.98,0.78,1.18,,,23.60
ILV6,YCL009C,679.61,680.21,682.03,684.25,690.95,690.21,688.49,686.79,685.35,687.18,691.78,700.12,417.58,420.08,429.98,447.79,478.62,566.07,580.23,562.88,465.28,419.78,437.37,576.91,0.61,0.62,0.63,0.65,0.69,0.82,0.84,0.82,0.68,0.61,0.63,0.82,0.61,0.84,0.23,1.38,,,23.60
RRP6,YOR001W,59.30,59.72,59.79,59.76,58.53,59.08,59.21,57.30,60.00,58.43,52.93,40.38,8.98,8.95,8.93,8.94,8.98,8.94,9.29,9.63,9.57,9.83,10.04,10.12,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.17,0.16,0.17,0.19,0.25,0.15,0.25,0.10,1.68,,,23.60
RGA2,YDR379W,15.92,15.87,15.75,15.56,15.20,14.65,14.61,16.89,16.46,14.74,11.75,7.22,2.73,3.12,3.53,4.07,4.73,4.78,4.50,4.06,3.90,4.15,4.66,5.54,0.17,0.20,0.22,0.26,0.31,0.33,0.31,0.24,0.24,0.28,0.40,0.77,0.17,0.77,0.60,4.47,,,23.60
RKR1,YMR247C,10.35,10.51,10.70,10.93,11.25,11.50,11.74,12.14,12.36,12.24,11.73,10.68,4.07,4.28,4.54,4.90,5.46,5.56,5.52,5.64,6.60,7.28,7.47,6.69,0.39,0.41,0.42,0.45,0.49,0.48,0.47,0.46,0.53,0.59,0.64,0.63,0.39,0.64,0.24,1.62,,,23.60
PRO1,YDR300C,67.71,68.56,69.30,70.02,70.62,71.30,70.90,66.91,68.31,68.58,68.19,66.14,24.73,25.36,26.53,28.47,31.60,36.96,39.42,39.94,35.24,32.56,32.19,36.81,0.37,0.37,0.38,0.41,0.45,0.52,0.56,0.60,0.52,0.47,0.47,0.56,0.37,0.60,0.23,1.63,,,23.58
PHO84,YML123C,578.50,576.11,572.93,571.05,565.56,576.21,583.25,573.56,556.89,539.03,515.96,491.03,118.07,120.86,122.44,122.63,118.86,110.96,105.80,100.33,96.05,92.23,90.82,93.28,0.20,0.21,0.21,0.21,0.21,0.19,0.18,0.17,0.17,0.17,0.18,0.19,0.17,0.21,0.04,1.26,,,23.53
SIR3,YLR442C,12.53,12.49,12.42,12.26,12.09,11.55,10.98,10.79,10.28,9.85,9.57,9.62,1.26,1.29,1.35,1.44,1.63,1.79,1.92,2.05,2.16,2.28,2.23,1.88,0.10,0.10,0.11,0.12,0.13,0.15,0.18,0.19,0.21,0.23,0.23,0.20,0.10,0.23,0.13,2.32,,,23.52
HMG1,YML075C,26.81,26.60,26.43,26.24,26.23,25.61,25.51,27.48,27.88,28.59,29.69,31.42,1.33,1.27,1.20,1.09,0.92,0.94,1.04,1.18,1.31,1.21,0.96,0.54,0.05,0.05,0.05,0.04,0.03,0.04,0.04,0.04,0.05,0.04,0.03,0.02,0.02,0.05,0.03,2.88,,,23.52
RIM1,YCR028C-A,308.62,309.25,310.20,310.43,312.65,307.56,299.63,286.21,276.68,279.44,294.67,329.37,179.98,169.00,160.73,154.22,154.32,175.58,191.01,201.57,178.71,147.60,109.37,66.89,0.58,0.55,0.52,0.50,0.49,0.57,0.64,0.70,0.65,0.53,0.37,0.20,0.20,0.70,0.50,3.47,,,23.51
KTR1,YOR099W,125.76,127.43,130.48,134.79,143.68,149.44,152.96,150.14,149.08,150.68,153.66,159.39,58.80,60.02,61.14,62.37,63.41,62.26,59.21,55.59,53.59,54.95,58.97,66.55,0.47,0.47,0.47,0.46,0.44,0.42,0.39,0.37,0.36,0.36,0.38,0.42,0.36,0.47,0.11,1.31,,,23.50
ALE1,YOR175C,48.36,48.90,49.82,50.39,53.44,49.14,45.41,46.39,52.23,55.03,56.50,53.38,11.64,11.93,12.45,13.32,14.82,16.44,17.45,18.50,20.05,21.37,20.99,17.60,0.24,0.24,0.25,0.26,0.28,0.33,0.38,0.40,0.38,0.39,0.37,0.33,0.24,0.40,0.16,1.66,,,23.50
YPT31,YER031C,123.13,123.69,123.96,123.61,122.83,118.93,116.34,120.38,123.47,125.20,127.05,128.41,34.50,32.52,30.36,27.61,24.24,22.66,22.88,23.90,23.99,23.24,21.52,18.14,0.28,0.26,0.24,0.22,0.20,0.19,0.20,0.20,0.19,0.19,0.17,0.14,0.14,0.28,0.14,1.98,,,23.49
ANP1,YEL036C,82.27,82.74,82.77,82.36,80.79,79.17,77.12,73.93,75.54,79.33,86.60,98.81,14.20,14.09,14.14,14.42,15.23,15.97,16.84,17.43,16.66,15.50,13.93,12.00,0.17,0.17,0.17,0.18,0.19,0.20,0.22,0.24,0.22,0.20,0.16,0.12,0.12,0.24,0.11,1.94,,,23.42
PUT1,YLR142W,157.94,165.68,175.73,186.17,204.20,204.79,204.47,209.44,220.44,247.39,292.64,364.42,18.64,18.46,18.16,17.66,16.75,16.05,15.81,15.67,15.47,15.09,15.03,15.54,0.12,0.11,0.10,0.09,0.08,0.08,0.08,0.07,0.07,0.06,0.05,0.04,0.04,0.12,0.08,2.77,,,23.40
FMC1,YIL098C,31.46,30.29,29.16,27.79,26.79,24.46,21.95,19.30,14.88,11.44,8.34,5.78,3.19,3.09,3.00,2.88,2.68,2.96,3.47,4.04,4.44,4.73,5.40,6.85,0.10,0.10,0.10,0.10,0.10,0.12,0.16,0.21,0.30,0.41,0.65,1.18,0.10,1.18,1.08,11.83,,,23.40
BNA6,YFR047C,118.35,117.92,118.23,118.66,121.65,120.15,118.72,119.36,115.41,114.55,115.78,120.50,55.67,56.33,57.25,58.76,61.52,62.32,64.28,66.58,69.83,68.19,63.48,54.60,0.47,0.48,0.48,0.50,0.51,0.52,0.54,0.56,0.61,0.60,0.55,0.45,0.45,0.61,0.15,1.34,,,23.40
YCK1,YHR135C,67.97,67.38,67.01,66.70,67.22,66.23,65.91,68.60,67.59,67.77,68.87,71.63,3.42,3.31,3.20,3.06,2.84,2.76,3.90,5.26,5.93,5.56,4.53,2.65,0.05,0.05,0.05,0.05,0.04,0.04,0.06,0.08,0.09,0.08,0.07,0.04,0.04,0.09,0.05,2.37,,,23.40
VTC2,YFL004W,62.87,63.01,63.05,62.96,62.64,62.01,61.01,59.49,58.30,58.39,59.82,63.50,99.16,100.76,103.03,106.56,112.12,117.15,119.72,119.70,114.68,110.17,108.55,113.35,1.58,1.60,1.63,1.69,1.79,1.89,1.96,2.01,1.97,1.89,1.81,1.79,1.58,2.01,0.43,1.28,,,23.40
ANT1,YPR128C,28.65,28.19,27.59,26.97,25.69,25.73,25.99,26.61,25.45,25.28,25.80,27.85,2.39,2.47,2.56,2.67,2.81,2.75,2.81,2.93,3.16,3.27,3.30,3.16,0.08,0.09,0.09,0.10,0.11,0.11,0.11,0.11,0.12,0.13,0.13,0.11,0.08,0.13,0.05,1.55,,,23.40
CWH41,YGL027C,23.13,22.95,22.70,22.47,22.04,22.02,22.24,23.23,23.00,22.83,22.69,22.89,27.32,27.60,27.83,27.98,27.59,28.21,28.60,29.37,31.73,32.83,31.98,27.92,1.18,1.20,1.23,1.25,1.25,1.28,1.29,1.26,1.38,1.44,1.41,1.22,1.18,1.44,0.26,1.22,,,23.40
APL6,YGR261C,25.85,25.02,23.95,22.68,20.77,19.43,18.52,18.85,17.96,17.81,18.63,21.15,6.11,5.89,5.67,5.44,5.32,4.69,5.75,7.89,12.02,13.17,11.02,3.27,0.24,0.24,0.24,0.24,0.26,0.24,0.31,0.42,0.67,0.74,0.59,0.15,0.15,0.74,0.58,4.78,,,23.28
CPA1,YOR303W,576.29,582.15,590.98,601.58,622.97,630.79,629.03,600.58,592.99,632.04,718.65,880.97,361.68,359.38,355.97,351.01,343.12,335.92,337.88,339.11,330.94,317.51,314.67,333.66,0.63,0.62,0.60,0.58,0.55,0.53,0.54,0.56,0.56,0.50,0.44,0.38,0.38,0.63,0.25,1.66,,,23.20
SER1,YOR184W,427.22,420.97,413.49,406.11,394.39,393.80,397.11,407.26,405.28,399.11,388.02,371.14,1667.61,1637.17,1600.57,1550.35,1478.78,1453.67,1418.11,1391.86,1379.53,1345.98,1308.91,1270.13,3.90,3.89,3.87,3.82,3.75,3.69,3.57,3.42,3.40,3.37,3.37,3.42,3.37,3.90,0.53,1.16,,,23.20
YCR051W,YCR051W,137.19,139.94,142.84,145.70,149.02,150.78,150.35,143.43,146.09,149.66,154.96,161.99,43.61,40.81,36.90,31.02,21.82,14.39,12.75,17.16,35.43,40.72,33.91,6.12,0.32,0.29,0.26,0.21,0.15,0.10,0.08,0.12,0.24,0.27,0.22,0.04,0.04,0.32,0.28,8.42,,,23.20
HAT2,YEL056W,26.54,25.16,23.49,21.49,18.82,16.22,14.43,15.51,13.67,11.84,10.06,8.55,18.13,17.59,16.86,15.73,13.71,13.48,13.21,13.66,15.12,14.37,12.83,10.35,0.68,0.70,0.72,0.73,0.73,0.83,0.92,0.88,1.11,1.21,1.28,1.21,0.68,1.28,0.59,1.87,,,23.20
YJL055W,YJL055W,166.82,167.15,168.81,171.20,178.16,179.76,179.10,173.52,165.19,162.70,163.96,172.17,100.25,90.42,79.69,66.60,53.12,41.68,29.34,19.32,13.42,13.98,16.67,19.14,0.60,0.54,0.47,0.39,0.30,0.23,0.16,0.11,0.08,0.09,0.10,0.11,0.08,0.60,0.52,7.40,,,23.20
YMR099C,YMR099C,97.59,96.64,95.76,94.96,94.61,93.96,93.11,92.46,88.68,87.27,87.60,91.50,309.74,320.05,327.64,333.56,333.68,308.51,292.67,276.15,273.19,264.51,253.02,235.92,3.17,3.31,3.42,3.51,3.53,3.28,3.14,2.99,3.08,3.03,2.89,2.58,2.58,3.53,0.95,1.37,,,23.20
TMA108,YIL137C,20.50,19.95,19.62,19.48,20.14,20.35,20.48,20.73,18.40,16.38,14.05,11.80,54.63,54.67,55.20,56.37,58.83,61.84,64.42,66.50,66.50,69.02,70.20,68.67,2.66,2.74,2.81,2.89,2.92,3.04,3.15,3.21,3.61,4.21,5.00,5.82,2.66,5.82,3.15,2.18,,,23.20
MCK1,YNL307C,104.04,103.03,101.83,100.53,99.11,97.50,96.90,99.54,101.85,102.45,102.05,99.64,164.01,165.98,168.41,171.72,175.57,180.28,183.57,183.42,174.27,173.80,177.42,188.18,1.58,1.61,1.65,1.71,1.77,1.85,1.89,1.84,1.71,1.70,1.74,1.89,1.58,1.89,0.32,1.20,,,23.20
MRI1,YPR118W,77.60,77.38,77.08,76.96,76.31,77.54,78.65,78.63,79.04,79.73,80.44,81.33,76.80,76.73,76.29,75.38,73.58,70.37,67.45,64.62,62.38,60.50,58.96,57.74,0.99,0.99,0.99,0.98,0.96,0.91,0.86,0.82,0.79,0.76,0.73,0.71,0.71,0.99,0.28,1.40,,,23.20
ROT2,YBR229C,9.02,8.25,7.35,6.44,5.12,4.75,4.86,6.17,5.66,4.77,3.37,1.39,10.46,10.73,10.78,10.50,9.31,8.38,7.58,7.49,9.31,10.39,11.34,11.83,1.16,1.30,1.47,1.63,1.82,1.76,1.56,1.21,1.65,2.18,3.36,8.48,1.16,8.48,7.33,7.32,,,23.10
CCC1,YLR220W,60.46,62.42,64.94,67.88,73.04,75.17,75.61,73.05,71.71,74.85,82.58,98.52,9.93,9.68,9.39,9.03,8.50,8.37,8.81,9.36,9.47,9.46,9.24,8.75,0.16,0.16,0.14,0.13,0.12,0.11,0.12,0.13,0.13,0.13,0.11,0.09,0.09,0.16,0.08,1.85,,,23.04
CAF16,YFL028C,111.52,109.67,107.36,104.57,100.60,97.41,94.77,92.66,92.72,94.70,99.35,107.28,16.91,17.15,17.30,17.33,16.95,16.66,16.67,16.59,16.25,17.14,19.24,23.19,0.15,0.16,0.16,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.19,0.22,0.15,0.22,0.06,1.43,,,23.00
PGM1,YKL127W,50.83,50.19,49.46,48.74,47.64,47.36,48.14,51.81,53.59,54.11,53.49,51.02,69.98,72.37,75.62,80.14,85.92,95.99,104.23,108.08,97.24,85.68,76.66,76.23,1.38,1.44,1.53,1.64,1.80,2.03,2.16,2.09,1.81,1.58,1.43,1.49,1.38,2.16,0.79,1.57,,,23.00
NUP53,YMR153W,38.37,38.25,38.04,37.83,37.20,37.46,38.12,39.87,39.46,38.91,38.16,37.62,11.57,12.32,12.91,13.48,14.15,11.49,8.72,6.76,10.20,12.81,12.99,7.96,0.30,0.32,0.34,0.36,0.38,0.31,0.23,0.17,0.26,0.33,0.34,0.21,0.17,0.38,0.21,2.25,,,23.00
URE2,YNL229C,80.30,79.33,77.89,75.99,72.70,70.17,67.58,64.77,63.27,62.83,63.75,66.47,5.54,5.71,5.94,6.26,6.67,7.22,7.51,7.75,7.87,8.90,10.61,13.27,0.07,0.07,0.08,0.08,0.09,0.10,0.11,0.12,0.12,0.14,0.17,0.20,0.07,0.20,0.13,2.90,,,22.99
GLR1,YPL091W,71.61,70.83,70.64,70.85,73.03,74.10,74.19,69.85,68.37,70.59,75.83,85.26,210.60,208.50,205.81,202.18,197.73,191.26,181.21,168.85,154.31,142.97,133.22,125.77,2.94,2.94,2.91,2.85,2.71,2.58,2.44,2.42,2.26,2.03,1.76,1.48,1.48,2.94,1.47,2.00,,,22.84
SAM1,YLR180W,1237.38,1220.90,1198.20,1173.55,1126.84,1118.70,1131.60,1190.40,1225.07,1201.17,1123.27,957.70,2502.21,2495.36,2486.55,2473.19,2446.37,2455.85,2453.39,2451.84,2435.55,2448.20,2521.34,2698.42,2.02,2.04,2.08,2.11,2.17,2.20,2.17,2.06,1.99,2.04,2.24,2.82,1.99,2.82,0.83,1.42,,,22.84
YAP1,YML007W,44.11,42.82,41.68,40.92,41.08,41.33,42.30,46.40,44.04,42.68,41.88,43.48,24.84,24.14,23.14,21.60,19.13,17.43,14.86,12.87,13.27,13.51,13.95,14.31,0.56,0.56,0.56,0.53,0.47,0.42,0.35,0.28,0.30,0.32,0.33,0.33,0.28,0.56,0.29,2.03,,,22.81
EGD1,YPL037C,876.90,868.34,856.63,844.42,821.66,821.44,819.70,803.39,789.82,783.98,784.94,799.60,1013.47,929.66,823.53,676.96,479.40,292.70,214.34,305.51,838.93,1094.89,1053.87,461.99,1.16,1.07,0.96,0.80,0.58,0.36,0.26,0.38,1.06,1.40,1.34,0.58,0.26,1.40,1.14,5.34,,,22.80
SER3,YER081W,386.94,380.13,371.48,361.91,346.56,341.30,337.07,333.25,314.49,303.99,300.61,313.29,300.74,313.87,334.13,366.12,417.80,470.40,498.82,519.99,538.54,546.35,534.86,495.58,0.78,0.83,0.90,1.01,1.21,1.38,1.48,1.56,1.71,1.80,1.78,1.58,0.78,1.80,1.02,2.31,,,22.80
SLC1,YDL052C,86.73,84.28,81.24,77.94,73.13,70.80,69.75,71.61,71.87,66.13,54.50,33.20,100.69,101.97,104.33,108.47,116.03,122.06,128.27,131.97,127.76,125.04,119.66,110.83,1.16,1.21,1.28,1.39,1.59,1.72,1.84,1.84,1.78,1.89,2.20,3.34,1.16,3.34,2.18,2.88,,,22.80
CAJ1,YER048C,84.39,85.48,87.45,89.87,95.22,96.67,96.58,93.75,88.98,91.10,99.17,117.70,164.59,152.63,138.55,118.79,88.46,86.08,86.70,95.32,109.69,115.17,114.05,102.49,1.95,1.79,1.58,1.32,0.93,0.89,0.90,1.02,1.23,1.26,1.15,0.87,0.87,1.95,1.08,2.24,,,22.80
HIS3,YOR202W,457.78,456.84,456.17,455.75,455.46,456.39,458.47,463.89,460.72,456.24,449.02,438.81,81.25,79.73,79.29,80.13,84.31,92.70,94.43,94.45,91.07,84.43,76.82,69.52,0.18,0.17,0.17,0.18,0.19,0.20,0.21,0.20,0.20,0.19,0.17,0.16,0.16,0.21,0.05,1.30,,,22.80
ZRT3,YKL175W,76.10,77.57,79.18,80.64,83.31,82.20,80.34,77.21,83.07,86.52,89.07,88.03,1.69,1.74,1.79,1.86,1.98,1.86,1.85,1.94,2.48,2.70,2.35,0.97,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.01,0.01,0.03,0.02,2.84,,,22.80
YGL039W,YGL039W,48.99,48.67,48.25,47.83,47.12,47.14,47.95,50.65,53.34,53.40,51.29,45.47,8.94,8.77,8.73,8.81,9.11,10.52,11.06,11.70,12.61,14.36,15.53,15.47,0.18,0.18,0.18,0.18,0.19,0.22,0.23,0.23,0.24,0.27,0.30,0.34,0.18,0.34,0.16,1.89,,,22.80
OTU1,YFL044C,30.05,29.43,28.89,28.47,28.44,28.33,28.63,30.22,29.79,30.17,31.30,33.98,17.26,17.83,18.44,19.19,20.12,19.97,19.66,19.57,20.67,21.49,22.10,22.15,0.57,0.61,0.64,0.67,0.71,0.71,0.69,0.65,0.69,0.71,0.71,0.65,0.57,0.71,0.14,1.24,,,22.80
GCN1,YGL195W,23.25,23.13,22.83,22.46,21.45,21.26,21.25,21.62,21.99,21.78,21.10,19.66,729.09,732.09,740.91,758.40,793.05,829.85,864.21,888.94,875.26,882.19,896.61,925.93,31.36,31.65,32.45,33.77,36.97,39.03,40.68,41.12,39.81,40.50,42.49,47.11,31.36,47.11,15.74,1.50,,,22.80
RTT103,YDR289C,20.81,21.04,21.49,22.12,23.39,24.34,24.49,22.18,20.37,20.09,20.89,23.65,20.15,20.41,20.25,19.59,17.87,13.69,14.08,16.06,20.41,21.30,19.69,13.63,0.97,0.97,0.94,0.89,0.76,0.56,0.57,0.72,1.00,1.06,0.94,0.58,0.56,1.06,0.50,1.88,,,22.75
GGC1,YDL198C,332.30,331.32,330.31,328.71,327.59,322.45,318.14,317.56,321.41,324.23,327.05,327.19,158.08,158.44,158.83,159.51,160.74,158.76,158.45,157.96,157.68,160.11,161.97,161.84,0.48,0.48,0.48,0.49,0.49,0.49,0.50,0.50,0.49,0.49,0.50,0.49,0.48,0.50,0.02,1.05,,,22.71
HHF1,YBR009C,2110.09,2116.03,2129.98,2149.42,2187.68,2212.27,2228.67,2224.71,2181.09,2241.37,2392.75,2700.75,1938.64,1984.60,2034.74,2097.26,2175.25,2184.38,2248.52,2300.19,2314.44,2275.41,2202.73,2090.39,0.92,0.94,0.96,0.98,0.99,0.99,1.01,1.03,1.06,1.02,0.92,0.77,0.77,1.06,0.29,1.37,,,22.68
MTR10,YOR160W,19.48,19.36,19.12,18.75,17.99,17.41,17.01,17.32,17.16,17.06,17.17,17.68,12.48,12.94,13.63,14.69,16.34,18.10,19.02,19.65,19.85,21.33,23.00,24.84,0.64,0.67,0.71,0.78,0.91,1.04,1.12,1.13,1.16,1.25,1.34,1.40,0.64,1.40,0.76,2.19,,,22.65
URA2,YJL130C,90.85,90.56,89.72,88.49,85.60,84.19,82.73,80.22,83.35,84.54,84.72,81.98,3808.41,3812.42,3838.83,3900.28,4044.35,4134.00,4227.56,4282.20,4207.02,4238.47,4256.11,4237.07,41.92,42.10,42.79,44.08,47.25,49.11,51.10,53.38,50.47,50.13,50.24,51.68,41.92,53.38,11.46,1.27,,,22.64
MET13,YGL125W,115.66,113.29,110.67,107.99,104.67,102.80,102.88,108.97,108.07,103.47,94.79,80.28,418.21,418.22,417.45,415.92,412.90,404.66,400.53,395.91,390.00,390.81,396.87,410.23,3.62,3.69,3.77,3.85,3.94,3.94,3.89,3.63,3.61,3.78,4.19,5.11,3.61,5.11,1.50,1.42,,,22.60
